antibody,source,reactivity,WT RBD ELISA,BA.5 RBD ELISA,XBB.1.5 RBD ELISA,JN.1 RBD ELISA,VH gene,DH gene,JH gene,H isotype,VL gene,JL gene,VH SHM (nt),VL SHM (nt),VH SHM ratio,VL SHM ratio,D614G,BA.1,BA.2,BA.5,XBB.1.5,HK.3.1,BA.2.86,JN.1,JN.1+F456L,KP.2,JN.1+F456L+A475V,KP.3,KP.3+A475V,epitope group
BD57-0418,BA.5 BTI,specific,0.028,4.77,N.D.,N.D.,IGHV2-5,IGHD6-13,IGHJ4,IGHG1,IGKV3-15,IGKJ5,4.0,0.0,0.0106,0.0,inf,inf,inf,1.0,0.187,0.2064,4.531,inf,inf,inf,inf,inf,N.D.,F3
BD57-0419,BA.5 BTI,specific,0.068,5.09,N.D.,N.D.,IGHV2-5,IGHD6-19,IGHJ5,IGHG1,IGKV3-15,IGKJ5,4.0,5.0,0.0107,0.0154,inf,inf,0.414,0.134,0.629,0.6907,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0423,BA.5 BTI,specific,0.46,4.66,N.D.,N.D.,IGHV3-30,IGHD3-22,IGHJ6,IGHG1,IGLV1-51,IGLJ3,5.0,4.0,0.0133,0.0121,inf,3.53,0.829,0.029,0.703,2.916,inf,inf,inf,inf,inf,inf,N.D.,A2
BD57-0426,BA.5 BTI,specific,0.46,4.89,N.D.,N.D.,IGHV3-66,IGHD5-12,IGHJ3,IGHG1,IGLV6-57,IGLJ3,2.0,3.0,0.0053,0.0091,inf,inf,2.15,2.1,0.528,0.9266,0.4869,0.6304,0.9778,0.4224,0.7087,1.103,N.D.,F1.2
BD57-0428,BA.5 BTI,specific,4.39,4.47,N.D.,N.D.,IGHV3-33,IGHD5/OR15-5a,IGHJ6,IGHG1,IGKV1-27,IGKJ4,8.0,3.0,0.0215,0.0093,inf,0.0135,0.0235,0.0114,0.0523,inf,1.432,inf,inf,inf,inf,inf,N.D.,A2
BD57-0429,BA.5 BTI,specific,1.26,4.73,N.D.,N.D.,IGHV2-5,IGHD3-3,IGHJ5,IGHG1,IGKV3-11,IGKJ4,6.0,2.0,0.0161,0.0063,inf,inf,0.268,0.135,0.55,0.9362,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0430,BA.5 BTI,specific,0.34,5.68,N.D.,N.D.,IGHV3-33,IGHD1-26,IGHJ6,IGHG1,IGLV1-44,IGLJ1,8.0,2.0,0.0219,0.006,inf,inf,2.76,0.412,0.606,inf,2.823,inf,inf,inf,inf,inf,N.D.,F3
BD57-0435,BA.5 BTI,specific,0.63,4.61,N.D.,N.D.,IGHV3-30,IGHD3-10,IGHJ6,IGHG1,IGKV2-30,IGKJ5,9.0,2.0,0.0238,0.0059,inf,inf,0.801,0.155,0.299,inf,0.3102,inf,inf,inf,inf,inf,N.D.,A2
BD57-0437,BA.5 BTI,specific,0.07,4.45,N.D.,N.D.,IGHV2-5,IGHD6-19,IGHJ4,IGHG1,IGKV1-5,IGKJ2,8.0,6.0,0.0214,0.0186,inf,inf,0.0126,0.0215,0.862,3.591,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0438,BA.5 BTI,specific,0.99,4.55,N.D.,N.D.,IGHV3-33,IGHD3-22,IGHJ6,IGHG1,IGKV2-28,IGKJ3,6.0,2.0,0.0148,0.006,inf,inf,0.41,0.0222,0.124,inf,3.422,inf,inf,inf,inf,inf,N.D.,A2
BD57-0440,BA.5 BTI,specific,4.05,4.67,N.D.,N.D.,IGHV2-70,IGHD7-27,IGHJ6,IGHA1,IGLV3-25,IGLJ2,4.0,4.0,0.0109,0.0122,inf,0.0026,0.0285,0.0246,0.164,0.0937,inf,inf,inf,inf,inf,inf,N.D.,D3
BD57-0444,BA.5 BTI,specific,2.4,4.68,N.D.,N.D.,IGHV3-20,IGHD5-18,IGHJ6,IGHG1,IGLV1-40,IGLJ3,7.0,5.0,0.0188,0.015,inf,0.0264,0.0028,0.0034,0.003,0.0745,0.0189,0.0597,N.D.,1.5112,N.D.,inf,N.D.,A1
BD57-0446,BA.5 BTI,specific,0.029,4.44,N.D.,N.D.,IGHV3-66,IGHD2-8,IGHJ4,IGHG1,IGLV1-40,IGLJ1,4.0,6.0,0.011,0.0178,inf,inf,inf,0.3972,1.328,2.9809,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0447,BA.5 BTI,specific,0.088,4.48,N.D.,N.D.,IGHV5-51,IGHD5-18,IGHJ4,IGHA1,IGKV4-1,IGKJ2,9.0,3.0,0.0254,0.0088,inf,inf,0.0086,0.0057,0.0166,0.4145,0.0188,0.0142,N.D.,0.01699,N.D.,0.0126,N.D.,F3
BD57-0451,BA.5 BTI,specific,0.046,4.49,N.D.,N.D.,IGHV2-5,IGHD3-22,IGHJ4,IGHG1,IGKV3-15,IGKJ3,9.0,3.0,0.0239,0.0093,inf,0.195,0.0467,0.0219,0.0827,0.9521,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0452,BA.5 BTI,specific,0.071,4.92,N.D.,N.D.,IGHV3-7,IGHD3/OR15-3a,IGHJ5,IGHG1,IGKV1-39,IGKJ3,6.0,2.0,0.0163,0.0061,inf,inf,0.0555,0.0058,0.15,0.1234,1.012,inf,inf,inf,inf,inf,N.D.,F3
BD57-0459,BA.5 BTI,specific,0.03,4.51,N.D.,N.D.,IGHV3-30,IGHD2-2,IGHJ6,IGHA1,IGLV1-51,IGLJ1,8.0,3.0,0.021,0.0091,inf,inf,1.87,0.0307,0.0198,inf,inf,inf,inf,inf,inf,inf,N.D.,A2
BD57-0463,BA.5 BTI,specific,0.027,4.89,N.D.,N.D.,IGHV2-5,IGHD4-17,IGHJ2,IGHA1,IGKV3-15,IGKJ2,2.0,6.0,0.0053,0.0186,inf,inf,inf,0.911,0.246,5.6052,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0464,BA.5 BTI,specific,1.17,5.76,N.D.,N.D.,IGHV4-38-2,IGHD2-15,IGHJ3,IGHG1,IGKV3-15,IGKJ4,10.0,3.0,0.0275,0.0093,inf,inf,0.845,0.68,0.942,0.9504,inf,inf,inf,inf,inf,inf,N.D.,F1.2
BD57-0468,BA.5 BTI,cross,4.35,4.68,N.D.,N.D.,IGHV3-33,IGHD2-8,IGHJ6,IGHG1,IGLV1-44,IGLJ1,9.0,4.0,0.024,0.0121,inf,0.0231,0.0437,0.0207,0.0826,inf,0.0307,0.1092,N.D.,inf,N.D.,inf,N.D.,A2
BD57-0475,long-term BA.1 BTI,specific,0.15,1.17,N.D.,N.D.,IGHV4-59,IGHD3-3,IGHJ5,IGHG1,IGLV2-14,IGLJ2,21.0,6.0,0.0582,0.018,inf,0.1208,0.0315,0.0151,0.1,0.5526,inf,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-0479,long-term BA.1 BTI,specific,0.038,1.14,N.D.,N.D.,IGHV1-8,IGHD6-13,IGHJ4,IGHG1,IGLV6-57,IGLJ3,17.0,21.0,0.0491,0.0634,inf,0.001076,0.0142,0.0051,0.00243,0.002564,3.2653,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D3
BD57-0483,long-term BA.1 BTI,specific,0.6,3.79,N.D.,N.D.,IGHV5-51,IGHD3-16,IGHJ2,IGHG1,IGLV1-44,IGLJ1,14.0,12.0,0.0366,0.0363,inf,0.003736,0.0035,0.00374,0.0367,inf,inf,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D3
BD57-0490,long-term BA.1 BTI,specific,0.21,2.81,N.D.,N.D.,IGHV2-5,IGHD3-22,IGHJ5,IGHG1,IGKV2-28,IGKJ1,17.0,3.0,0.0438,0.0089,inf,0.001174,0.0039,0.0223,0.00918,2.1552,0.2038,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,B
BD57-0494,long-term BA.1 BTI,cross,5.96,3.19,N.D.,N.D.,IGHV1-69,IGHD2/OR15-2a,IGHJ3,IGHG1,IGKV1-33,IGKJ2,18.0,9.0,0.0495,0.0282,0.000672,0.0005,0.00167,0.0005,0.23,inf,0.1151,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,B
BD57-0496,long-term BA.1 BTI,cross,4.73,0.036,N.D.,N.D.,IGHV1-3,IGHD2-8,IGHJ6,IGHG1,IGKV1-33,IGKJ2,44.0,23.0,0.121,0.0721,0.00124,0.000778,0.00281,inf,inf,inf,inf,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,B
BD57-0523,long-term BA.1 BTI,cross,4.73,4.15,N.D.,N.D.,IGHV3-66,IGHD6-13,IGHJ6,IGHG1,IGKV3-11,IGKJ2,23.0,14.0,0.0613,0.0435,0.00291,0.00221,0.00922,0.0031,0.452,2.122,inf,inf,inf,inf,inf,inf,inf,A1
BD57-0553,BA.5 BTI,cross,4.56,4.48,N.D.,N.D.,IGHV3-66,IGHD1-26,IGHJ6,IGHG1,IGKV1-33,IGKJ2,17.0,9.0,0.0476,0.028,0.0196,0.1066,0.0043,0.007,0.0245,0.04306,0.0736,0.0856,inf,inf,inf,inf,inf,A1
BD57-0554,BA.5 BTI,cross,4.89,4.53,N.D.,N.D.,IGHV3-53,IGHD3-22,IGHJ6,IGHG1,IGKV1-33,IGKJ3,19.0,8.0,0.0532,0.0248,0.0088,0.196,0.0056,0.007,0.011,0.02184,0.03,0.046,0.06666,N.D.,inf,0.0404,inf,A1
BD57-0555,BA.5 BTI,cross,4.46,4.81,N.D.,N.D.,IGHV3-66,IGHD3-10,IGHJ4,IGHG1,IGKV1-33,IGKJ4,22.0,13.0,0.0625,0.0404,0.0109,1.711,0.0331,0.0095,0.0122,2.752,0.0094,0.015,0.02992,N.D.,inf,0.02,inf,A1
BD57-0606,BA.5 BTI,cross,4.25,4.52,N.D.,N.D.,IGHV2-5,IGHD3-22,IGHJ4,IGHG1,IGKV1-12,IGKJ3,10.0,5.0,0.0268,0.0155,0.757,0.6005,0.348,0.999,0.839,1.0349,0.546,1.177,inf,inf,inf,2.084,N.D.,E1/E2.1
BD57-0613,BA.5 BTI,specific,0.67,4.31,N.D.,N.D.,IGHV3-30,IGHD3-16,IGHJ6,IGHG3,IGKV1-5,IGKJ3,6.0,3.0,0.0157,0.0092,inf,0.2277,0.0681,0.0587,0.438,0.8008,0.0541,inf,inf,inf,inf,inf,N.D.,A2
BD57-0645,BA.5 BTI,specific,0.029,4.71,N.D.,N.D.,IGHV3-30,IGHD4-17,IGHJ6,IGHG1,IGKV4-1,IGKJ4,6.0,1.0,0.0157,0.003,inf,inf,0.0233,0.0269,0.0385,inf,1.25,inf,inf,inf,inf,inf,N.D.,A2
BD57-0647,BA.5 BTI,specific,0.057,5.12,N.D.,N.D.,IGHV3-33,IGHD6-13,IGHJ4,IGHG1,IGKV4-1,IGKJ5,9.0,5.0,0.0236,0.0148,inf,inf,0.0177,0.0081,0.0164,0.0952,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0658,BA.5 BTI,specific,0.04,4.68,N.D.,N.D.,IGHV3-30,IGHD1-1,IGHJ5,IGHG1,IGKV2-28,IGKJ3,9.0,4.0,0.0251,0.0118,inf,inf,0.0019,0.0015,0.004,0.0066,0.0043,0.0035,N.D.,0.003323,N.D.,0.0062,N.D.,F3
BD57-0667,BA.5 BTI,NTD_cross,N.D.,N.D.,N.D.,N.D.,IGHV3-21,IGHD3-3,IGHJ6,IGHG1,IGKV2-40,IGKJ1,24.0,6.0,0.0658,0.0176,0.1857,inf,0.0054,0.0037,1.932,1.056,inf,inf,inf,inf,inf,inf,N.D.,A1
BD57-0668,BA.5 BTI,specific,4.1,5.95,N.D.,N.D.,IGHV5-51,IGHD2-21,IGHJ4,IGHG1,IGKV2D-29,IGKJ3,3.0,3.0,0.008,0.009,inf,0.1412,0.0093,0.0139,0.0464,0.399,0.6507,0.7134,N.D.,0.704,N.D.,0.4594,N.D.,D3
BD57-0679,BA.5 BTI,specific,1.7,5.11,N.D.,N.D.,IGHV1-18,IGHD1-1,IGHJ4,IGHG1,IGKV2-30,IGKJ1,9.0,1.0,0.0247,0.003,inf,1.093,0.0118,0.0185,0.0507,0.1166,0.022,0.0373,N.D.,0.05905,N.D.,0.1117,N.D.,F3
BD57-0684,BA.5 BTI,cross,4.55,5.96,N.D.,N.D.,IGHV3-9,IGHD1-1,IGHJ6,IGHG1,IGKV3-11,IGKJ3,8.0,6.0,0.0217,0.0186,0.0085,2.519,0.9137,0.164,0.0769,inf,inf,inf,inf,inf,inf,inf,N.D.,A1
BD57-0687,BA.5 BTI,cross,4.76,4.76,N.D.,N.D.,IGHV3-21,IGHD4-17,IGHJ5,IGHG1,IGKV3-11,IGKJ5,21.0,11.0,0.0559,0.0342,0.0052,inf,0.0227,0.0296,0.0403,inf,inf,inf,inf,inf,inf,inf,N.D.,A1
BD57-0691,BA.5 BTI,specific,1.83,4.64,N.D.,N.D.,IGHV2-5,IGHD2-2,IGHJ5,IGHG1,IGKV3-11,IGKJ4,8.0,4.0,0.0206,0.0124,inf,inf,0.0562,0.045,0.124,inf,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0693,BA.5 BTI,specific,4.26,4.98,N.D.,N.D.,IGHV3-30,IGHD2-15,IGHJ6,IGHG1,IGKV3-11,IGKJ2,7.0,7.0,0.0182,0.0215,inf,inf,0.0231,0.016,0.0396,inf,inf,inf,inf,inf,inf,inf,N.D.,A2
BD57-0700,BA.5 BTI,cross,4.66,4.67,N.D.,N.D.,IGHV3-53,IGHD4-11,IGHJ6,IGHG1,IGKV3-20,IGKJ1,10.0,11.0,0.0282,0.0342,0.0069,0.0064,0.0066,0.0224,0.2057,inf,0.0416,inf,inf,inf,inf,inf,inf,A1
BD57-0702,BA.5 BTI,cross,4.47,4.79,N.D.,N.D.,IGHV3-66,IGHD3-3,IGHJ6,IGHG1,IGKV3-20,IGKJ2,27.0,15.0,0.0726,0.0457,0.008,0.012,0.0153,0.0078,0.0167,0.06889,0.0241,0.0458,inf,inf,inf,0.7023,inf,A1
BD57-0723,BA.5 BTI,specific,0.03,4.62,N.D.,N.D.,IGHV2-5,IGHD6-25,IGHJ6,IGHG1,IGKV3-15,IGKJ1,3.0,5.0,0.008,0.0155,inf,inf,0.6565,0.618,0.0913,0.6182,0.6545,6.508,inf,inf,inf,inf,N.D.,F3
BD57-0763,BA.5 BTI,specific,0.081,3.36,N.D.,N.D.,IGHV3-33,IGHD6-19,IGHJ6,IGHG3,IGLV9-49,IGLJ1,13.0,3.0,0.0355,0.0086,inf,inf,0.0688,0.985,0.391,inf,2.759,inf,inf,inf,inf,inf,N.D.,A2
BD57-0796,BA.5 BTI,specific,0.035,4.57,N.D.,N.D.,IGHV7-4-1,IGHD1-26,IGHJ5,IGHG1,IGLV2-11,IGLJ1,6.0,2.0,0.0165,0.006,inf,inf,0.0054,0.0065,0.0296,0.1134,0.2919,0.408,N.D.,0.2894,N.D.,0.6423,N.D.,F3
BD57-0805,BA.5 BTI,specific,0.052,5.58,N.D.,N.D.,IGHV3-30,IGHD3-16,IGHJ6,IGHG1,IGLV1-51,IGLJ3,9.0,11.0,0.0234,0.0329,inf,inf,0.0147,0.0072,0.0126,0.0488,0.0151,0.0303,N.D.,1.075,N.D.,0.7328,N.D.,A2
BD57-0812,BA.5 BTI,specific,0.042,2.35,N.D.,N.D.,IGHV5-51,IGHD6-13,IGHJ6,IGHG1,IGLV1-47,IGLJ3,9.0,3.0,0.0242,0.0091,inf,0.0028,0.0036,0.0047,0.0371,0.0515,inf,inf,inf,inf,inf,inf,N.D.,B
BD57-0820,BA.5 BTI,cross,4.3,4.6,N.D.,N.D.,IGHV1-69,IGHD2-2,IGHJ6,IGHG1,IGLV1-47,IGLJ3,17.0,8.0,0.0433,0.0246,0.974,2.091,0.6083,3.43,0.947,0.9993,0.2326,0.2058,N.D.,0.2108,N.D.,0.3642,N.D.,F1.2
BD57-0822,BA.5 BTI,specific,0.061,0.1,N.D.,N.D.,IGHV4-39,IGHD6-13,IGHJ4,IGHA1,IGLV1-40,IGLJ1,19.0,7.0,0.0516,0.021,inf,inf,inf,0.351,0.342,inf,inf,inf,inf,inf,inf,inf,N.D.,A2
BD57-0842,BA.5 BTI,specific,0.041,3.14,N.D.,N.D.,IGHV2-5,IGHD3-22,IGHJ1,IGHG1,IGLV7-43,IGLJ3,3.0,2.0,0.0074,0.0061,inf,inf,0.5253,0.301,0.1038,0.1743,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-0852,BA.5 BTI,specific,0.061,0.3,N.D.,N.D.,IGHV1-24,IGHD3-22,IGHJ4,IGHA1,IGLV3-19,IGLJ3,5.0,3.0,0.0137,0.0091,inf,inf,0.0986,0.0422,0.374,3.72,3.705,inf,inf,inf,inf,inf,N.D.,D4
BD57-0968,long-term BA.1 BTI,cross,4.68,4.38,N.D.,N.D.,IGHV3-53,N.D.,IGHJ3,IGHG1,IGKV1-9,IGKJ5,17.0,14.0,0.0491,0.0431,0.00441,0.00276,0.00702,0.00438,0.016,0.03158,0.01773,0.02094,0.01688,N.D.,inf,0.02515,inf,A1
BD57-0979,long-term BA.1 BTI,specific,0.055,3.06,N.D.,N.D.,IGHV3-15,IGHD5-24,IGHJ4,IGHG1,IGKV1-33,IGKJ5,25.0,12.0,0.0676,0.0372,inf,0.003319,0.0579,0.04138,0.0174,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-0992,long-term BA.1 BTI,cross,4.18,2.74,N.D.,N.D.,IGHV3-33,IGHD6-13,IGHJ3,IGHG1,IGKV1-39,IGKJ2,31.0,27.0,0.0831,0.0839,0.00224,0.00198,0.001968,0.000943,0.0221,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D2
BD57-0994,long-term BA.1 BTI,cross,4.6,1.46,N.D.,N.D.,IGHV4-61,IGHD3-3,IGHJ4,IGHG1,IGKV1-33,IGKJ4,30.0,21.0,0.0785,0.0658,0.0273,0.0142,0.009351,0.347,0.3474,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D2
BD57-0999,long-term BA.1 BTI,cross,4.46,4.38,N.D.,N.D.,IGHV3-53,IGHD6-6,IGHJ6,IGHG1,IGKV1D-12,IGKJ4,14.0,10.0,0.0402,0.0313,0.00781,0.0009,0.001995,0.000989,0.3839,inf,0.09527,1.334,inf,inf,inf,inf,inf,A1
BD57-1010,long-term BA.1 BTI,cross,4.32,4.32,N.D.,N.D.,IGHV3-74,IGHD3-9,IGHJ3,IGHG3,IGKV4-1,IGKJ2,28.0,12.0,0.0739,0.0355,0.00178,0.000946,0.001225,0.000762,0.00144,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,D2
BD57-1035,long-term BA.1 BTI,specific,0.21,2.74,N.D.,N.D.,IGHV3-33,IGHD2-21,IGHJ4,IGHA1,IGKV3-20,IGKJ2,36.0,19.0,0.0914,0.0588,inf,0.001854,0.004721,0.00355,0.117,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,F3
BD57-1045,long-term BA.1 BTI,cross,4.62,4.8,N.D.,N.D.,IGHV3-66,IGHD3-9,IGHJ6,IGHG1,IGKV3-20,IGKJ4,21.0,20.0,0.0593,0.0615,0.0059,0.00227,0.003736,0.002112,0.03881,inf,0.09483,inf,inf,inf,inf,inf,inf,A1
BD57-1090,long-term BA.1 BTI,specific,4.65,3.17,N.D.,N.D.,IGHV1-24,IGHD2-21,IGHJ3,IGHG1,IGLV1-51,IGLJ3,20.0,13.0,0.0536,0.0393,0.139,0.0009201,0.0003518,0.00132,0.559,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,N.D.,A1
BD57-1131,BF.7 BTI,specific,0.09,4.46,N.D.,N.D.,IGHV2-5,IGHD3-3,IGHJ2,IGHG1,IGKV3-15,IGKJ2,5.0,3.0,0.0133,0.0093,inf,inf,inf,0.0949,0.177,0.3648,0.2622,0.5987,N.D.,2.0132,N.D.,inf,N.D.,F3
BD57-1133,BF.7 BTI,specific,0.11,4.6,N.D.,N.D.,IGHV2-5,IGHD6-13,IGHJ4,IGHG1,IGKV3-20,IGKJ2,7.0,3.0,0.0188,0.0091,inf,1.778,1.66,0.1286,0.0864,0.7434,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-1134,BF.7 BTI,specific,4.13,4.29,N.D.,N.D.,IGHV3-33,IGHD3-16,IGHJ4,IGHG1,IGLV3-21,IGLJ2,27.0,18.0,0.0763,0.0554,inf,0.0052,0.0051,0.0052,0.0114,inf,0.015,0.1144,inf,inf,inf,inf,N.D.,A2
BD57-1136,BF.7 BTI,specific,0.33,4.39,N.D.,N.D.,IGHV3-49,IGHD3-10,IGHJ6,IGHG1,IGKV1-33,IGKJ2,5.0,3.0,0.0127,0.0093,inf,inf,0.0112,0.0044,0.169,inf,inf,inf,inf,inf,inf,inf,N.D.,D4
BD57-1138,BF.7 BTI,specific,0.094,4.73,N.D.,N.D.,IGHV2-5,IGHD3-22,IGHJ4,IGHG1,IGLV7-43,IGLJ3,6.0,2.0,0.016,0.0062,inf,2.309,0.444,0.383,0.5469,0.8724,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-1140,BF.7 BTI,specific,0.11,4.64,N.D.,N.D.,IGHV4-39,IGHD1-26,IGHJ4,IGHG1,IGLV1-40,IGLJ1,9.0,2.0,0.0241,0.0059,inf,inf,inf,0.0012,0.0103,inf,inf,inf,inf,inf,inf,inf,N.D.,A2
BD57-1141,BF.7 BTI,specific,0.064,4.5,N.D.,N.D.,IGHV2-5,IGHD3-16,IGHJ4,IGHG1,IGKV3-15,IGKJ4,5.0,7.0,0.0134,0.0215,inf,0.0606,0.013,0.0183,0.395,inf,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-1142,BF.7 BTI,cross,4.52,4.37,N.D.,N.D.,IGHV3-66,IGHD4-17,IGHJ4,IGHG1,IGKV3-15,IGKJ3,17.0,4.0,0.0483,0.0123,0.048,0.01,0.0181,0.0171,0.0939,inf,4.652,inf,inf,inf,inf,inf,inf,A1
BD57-1143,BF.7 BTI,specific,0.076,4.5,N.D.,N.D.,IGHV3-30,IGHD5-12,IGHJ6,IGHG1,IGKV1-12,IGKJ4,9.0,4.0,0.0234,0.0124,inf,inf,0.0397,0.0269,0.0345,inf,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-1144,BF.7 BTI,specific,0.081,4.48,N.D.,N.D.,IGHV3-15,IGHD3-22,IGHJ4,IGHG1,IGLV3-1,IGLJ3,6.0,2.0,0.0158,0.0063,inf,inf,inf,0.0016,0.0066,0.047,0.0052,0.0164,N.D.,0.01243,N.D.,0.0094,N.D.,B
BD57-1149,BF.7 BTI,specific,1.01,4.37,N.D.,N.D.,IGHV3-15,IGHD2-2,IGHJ2,IGHG1,IGLV1-51,IGLJ3,12.0,8.0,0.03,0.0242,inf,0.0439,0.0012,0.0017,0.12,inf,inf,inf,inf,inf,inf,inf,N.D.,D4
BD57-1151,BF.7 BTI,cross,4.83,4.7,N.D.,N.D.,IGHV3-53,IGHD4-17,IGHJ5,IGHG1,IGKV1-33,IGKJ2,14.0,13.0,0.0385,0.0404,0.0572,0.0007,0.0012,0.0021,0.0269,inf,inf,inf,inf,inf,inf,inf,inf,A1
BD57-1155,BF.7 BTI,cross,4.46,4.44,N.D.,N.D.,IGHV3-53,IGHD4-17,IGHJ5,IGHG1,IGKV1-33,IGKJ2,7.0,7.0,0.0192,0.0217,0.0318,0.0015,0.0016,0.0046,0.236,inf,0.3671,inf,inf,inf,inf,inf,inf,A1
BD57-1166,BF.7 BTI,cross,4.71,4.59,N.D.,N.D.,IGHV4-4,IGHD2-15,IGHJ6,IGHG1,IGKV1-39,IGKJ3,15.0,12.0,0.0397,0.0373,0.0354,0.219,0.0711,0.168,0.388,inf,inf,inf,inf,inf,inf,inf,N.D.,E1/E2.1
BD57-1169,BF.7 BTI,cross,4.55,4.41,N.D.,N.D.,IGHV3-66,IGHD6-6,IGHJ6,IGHG1,IGKV1-33,IGKJ2,17.0,1.0,0.0476,0.0031,0.0102,0.0054,0.0043,0.0097,0.0065,0.08483,0.0021,0.0064,0.0169,N.D.,inf,0.3647,inf,A1
BD57-1178,BF.7 BTI,cross,4.74,4.78,N.D.,N.D.,IGHV3-30-3,IGHD1-26,IGHJ4,IGHG1,IGKV1-39,IGKJ1,16.0,9.0,0.0455,0.028,0.0077,0.703,inf,0.197,0.122,inf,inf,inf,inf,inf,inf,inf,N.D.,A1
BD57-1191,BF.7 BTI,cross,5.96,4.44,N.D.,N.D.,IGHV3-53,IGHD2-15,IGHJ4,IGHG1,IGKV1-39,IGKJ3,31.0,19.0,0.0873,0.0585,0.006,0.0024,0.0035,0.0029,0.0744,inf,0.033,0.1395,inf,inf,inf,inf,inf,A1
BD57-1195,BF.7 BTI,cross,4.65,4.41,N.D.,N.D.,IGHV3-66,IGHD1-20,IGHJ4,IGHG1,IGKV3-15,IGKJ4,17.0,11.0,0.0459,0.0338,0.0061,0.0264,0.046,0.0163,0.1913,inf,0.0689,3.75,inf,inf,inf,inf,inf,A1
BD57-1208,BF.7 BTI,specific,0.16,5.54,N.D.,N.D.,IGHV3-30,IGHD2-15,IGHJ4,IGHG1,IGLV6-57,IGLJ3,16.0,7.0,0.0412,0.0213,inf,inf,0.162,0.214,0.712,4.9187,inf,inf,inf,inf,inf,inf,N.D.,F3
BD57-1224,BF.7 BTI,cross,5.01,5.95,N.D.,N.D.,IGHV3-53,IGHD3-16,IGHJ6,IGHA1,IGKV3-20,IGKJ3,24.0,12.0,0.0678,0.0366,0.0103,0.0059,0.0099,0.0146,0.803,inf,0.4216,inf,inf,inf,inf,inf,inf,A1
BD57-1231,BF.7 BTI,cross,4.4,4.32,N.D.,N.D.,IGHV3-53,IGHD4/OR15-4a,IGHJ4,IGHG1,IGLV3-19,IGLJ3,11.0,9.0,0.0316,0.0277,0.003,0.0013,0.0057,0.0261,1.27,inf,1.805,inf,inf,inf,inf,inf,inf,A1
BD57-1233,BF.7 BTI,cross,4.5,5.52,N.D.,N.D.,IGHV3-30,IGHD3-22,IGHJ4,IGHG1,IGLV1-51,IGLJ3,22.0,14.0,0.0563,0.0427,0.1,0.27,0.555,0.434,0.5,0.5907,1.07,1.08,N.D.,1.0226,N.D.,1.546,N.D.,F1.2
BD57-1252,BF.7 BTI,cross,4.73,4.35,N.D.,N.D.,IGHV4-30-2,IGHD2-8,IGHJ5,IGHG1,IGLV1-40,IGLJ3,27.0,17.0,0.0675,0.0509,0.0007,0.0021,0.004,0.0077,0.0341,inf,inf,inf,inf,inf,inf,inf,N.D.,D2
BD57-1257,BF.7 BTI,cross,4.86,4.57,N.D.,N.D.,IGHV3-30-3,IGHD4-17,IGHJ4,IGHG1,IGKV1-39,IGKJ1,17.0,9.0,0.0483,0.028,0.0064,0.346,0.153,0.0469,0.0989,inf,inf,inf,inf,inf,inf,inf,N.D.,A1
BD57-1260,BF.7 BTI,cross,4.61,4.58,N.D.,N.D.,IGHV3-53,IGHD6-13,IGHJ3,IGHA1,IGKV1-33,IGKJ2,21.0,12.0,0.0568,0.0376,0.0217,inf,inf,0.0284,0.172,inf,4.521,inf,inf,inf,inf,inf,inf,A1
BD57-1282,BF.7 BTI,cross,4.95,4.43,N.D.,N.D.,IGHV3-53,IGHD3-10,IGHJ4,IGHG1,IGKV1-39,IGKJ2,19.0,19.0,0.0518,0.0585,0.0126,0.0029,0.0072,0.0037,0.309,5.31,inf,inf,inf,inf,inf,inf,inf,A1
